field_type,ID,Location,Taxa,Numeric,Time,Time,Categorical,Comments
9877,19_09_19_02,Riparian 1,Rock Skipper Frog,8,00:09:11,07:09:11 PM,V,On small rock at middle of river
9878,19_09_19_02,Riparian 1,Giant River Toad,7,00:11:20,07:11:20 PM,A,SY67
9879,19_09_19_02,Riparian 1,Northern Torrent Frog,15,00:14:59,07:14:59 PM,A,
9880,19_09_19_03,Riparian 1,Tree Hole Frog,15,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
9881,19_09_19_03,Riparian 1,Northern Torrent Frog,7,00:01:58,08:01:58 PM,A,Also at 8:22
9882,19_09_19_03,Riparian 1,Giant River Toad,5,00:02:15,08:02:15 PM,A,"Also at 6:45, 18:19"
9883,19_09_19_03,Riparian 1,Rock Skipper Frog,5,00:05:08,08:05:08 PM,V,On big rock at middle of river
9884,19_09_19_03,Riparian 1,Northern Torrent Frog,5,00:09:21,08:09:21 PM,A,
9885,19_09_19_03,Riparian 1,Northern Torrent Frog,3,00:10:17,08:10:17 PM,A,
9886,19_09_19_03,Riparian 1,Northern Torrent Frog,5,00:11:38,08:11:38 PM,V,On ground 2m from stream
9887,19_09_19_03,Riparian 1,Human noise,NA,00:18:13,08:18:13 PM,NA,Lorry
9888,19_09_19_03,Riparian 1,Black Hornbill,40,00:19:38,08:19:38 PM,A,
9889,19_09_19_04,Riparian 1,Tree Hole Frog,15,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
9890,19_09_19_04,Riparian 1,Northern Torrent Frog,5,00:03:58,09:03:58 PM,A,"Also at 5:48, 10:05"
9891,19_09_19_04,Riparian 1,Northern Torrent Frog,7,00:05:56,09:05:56 PM,A,
9892,19_09_19_04,Riparian 1,NA,5,00:08:59,09:08:59 PM,V,Froglet on rock 0m from stream
9893,19_09_19_04,Riparian 1,Northern Torrent Frog,5,00:11:15,09:11:15 PM,V,On leaf 0.5m above river
9894,19_09_19_04,Riparian 1,Rock Skipper Frog,10,00:19:08,09:19:08 PM,A,Raspy chirps 2 notes
9895,19_09_19_05,Riparian 1,Tree Hole Frog,15,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
9896,19_09_19_05,Riparian 1,Northern Torrent Frog,5,00:06:08,10:06:08 PM,A,
9897,19_09_19_05,Riparian 1,Northern Torrent Frog,7,00:09:09,10:09:09 PM,A,Also at 14:53
9898,19_09_19_05,Riparian 1,Human noise,NA,00:13:52,10:13:52 PM,NA,Airplane
9899,19_09_19_05,Riparian 1,Rock Skipper Frog,5,00:15:20,10:15:20 PM,A,
9900,19_09_19_06,Riparian 1,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
9901,19_09_19_06,Riparian 1,Rock Skipper Frog,5,00:01:34,11:01:34 PM,A,
9902,19_09_19_06,Riparian 1,Northern Torrent Frog,7,00:02:11,11:02:11 PM,A,
9903,19_09_19_06,Riparian 1,Northern Torrent Frog,5,00:05:20,11:05:20 PM,A,
9904,19_09_19_06,Riparian 1,Northern Torrent Frog,5,00:07:07,11:07:07 PM,V,On ground 3m from stream
9905,19_09_19_06,Riparian 1,Northern Torrent Frog,3,00:11:28,11:11:28 PM,V,On branch 2m above ground 1m from stream
9906,19_09_19_06,Riparian 1,Northern Torrent Frog,3,00:15:14,11:15:14 PM,A,
9907,19_09_20_01,C Matrix,Frilled Tree Frog,5,00:00:00,06:01:00 PM,A,
9908,19_09_20_01,C Matrix,Grass Frog,7,00:00:00,06:01:00 PM,A,"Calls throughout PC, multiple individuals"
9909,19_09_20_01,C Matrix,Greater Coucal,30,00:00:03,06:01:03 PM,A,
9910,19_09_20_01,C Matrix,White-crowned Shama,30,00:00:08,06:01:08 PM,A,
9911,19_09_20_01,C Matrix,Short-tailed Babbler,10,00:00:17,06:01:17 PM,A,
9912,19_09_20_01,C Matrix,Yellow-bellied Prinia,15,00:00:20,06:01:20 PM,A,also at 7:27
9913,19_09_20_01,C Matrix,Bold-striped Tit-babbler,20,00:00:50,06:01:50 PM,A,
9914,19_09_20_01,C Matrix,Slender-billed Crow,80,00:00:54,06:01:54 PM,A,"also at 2:57, 3:52, 6:06"
9915,19_09_20_01,C Matrix,Slender-billed Crow,80,00:00:54,06:01:54 PM,A,
9916,19_09_20_01,C Matrix,Cream-vented Bulbul,15,00:01:18,06:02:18 PM,A,
9917,19_09_20_01,C Matrix,Human noise,NA,00:02:10,06:03:10 PM,NA,Sneeze
9918,19_09_20_01,C Matrix,Plaintive Cuckoo,30,00:02:46,06:03:46 PM,A,"also at 4:16, 5:56, 15:15"
9919,19_09_20_01,C Matrix,Yellow-bellied Prinia,10,00:03:43,06:04:43 PM,A,
9920,19_09_20_01,C Matrix,Four-lined Tree Frog,7,00:04:15,06:05:15 PM,A,"Also at 8:10, 13:33, 16:16"
9921,19_09_20_01,C Matrix,Cricket Frog,5,00:05:45,06:06:45 PM,A,Also at 18:20
9922,19_09_20_01,C Matrix,Plaintive Cuckoo,6,00:06:53,06:07:53 PM,A,
9923,19_09_20_01,C Matrix,Human noise,NA,00:08:10,06:09:10 PM,NA,Airplane
9924,19_09_20_01,C Matrix,Four-lined Tree Frog,5,00:14:05,06:15:05 PM,A,Also at 17:50
9925,19_09_20_01,C Matrix,Malaysian Pied Fantail,20,00:15:41,06:16:41 PM,A,also at 16:27
9926,19_09_20_01,C Matrix,Tree Frog,5,00:17:00,06:18:00 PM,A,SY81 // Can't locate the frog but most likely P. otilophus as described by amphibiaweb.org
9927,19_09_20_02,C Matrix,Grass Frog,5,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
9928,19_09_20_02,C Matrix,Four-lined Tree Frog,5,00:00:30,07:00:30 PM,A,Also at 17:03
9929,19_09_20_02,C Matrix,Reddish Scops Owl,60,00:07:49,07:07:49 PM,A,
9930,19_09_20_02,C Matrix,Rough Guardian Frog,15,00:09:01,07:09:01 PM,A,Also at 18:33
9931,19_09_20_02,C Matrix,Human noise,5,00:12:02,07:12:02 PM,A,
9932,19_09_20_02,C Matrix,Cricket Frog,5,00:18:20,07:18:20 PM,A,
9933,19_09_20_03,C Matrix,Grass Frog,5,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
9934,19_09_20_03,C Matrix,Four-lined Tree Frog,5,00:03:38,08:03:38 PM,A,"Calls until end of PC, 2 individuals calling alternately"
9935,19_09_20_03,C Matrix,Human noise,5,00:04:06,08:04:06 PM,A,
9936,19_09_20_03,C Matrix,Rough Guardian Frog,15,00:05:04,08:05:04 PM,A,Also at 14:45
9937,19_09_20_03,C Matrix,Cricket Frog,5,00:06:21,08:06:21 PM,A,
9938,19_09_20_03,C Matrix,Cricket Frog,7,00:09:05,08:09:05 PM,A,
9939,19_09_20_04,C Matrix,Grass Frog,5,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
9940,19_09_20_04,C Matrix,Four-lined Tree Frog,5,00:00:00,09:00:00 PM,A,"Calls throughout PC, 3 individuals calling alternately"
9941,19_09_20_04,C Matrix,Tree Hole Frog,20,00:04:01,09:04:01 PM,A,
9942,19_09_20_04,C Matrix,Human noise,NA,00:18:19,09:18:19 PM,NA,Airplane
9943,19_09_20_05,C Matrix,Grass Frog,5,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
9944,19_09_20_05,C Matrix,Four-lined Tree Frog,5,00:02:44,10:02:44 PM,A,3 individuals
9945,19_09_20_05,C Matrix,Tree Hole Frog,20,00:13:23,10:13:23 PM,A,
9946,19_09_20_05,C Matrix,Human noise,NA,00:14:01,10:14:01 PM,NA,Airplane
9947,19_09_20_06,C Matrix,Grass Frog,5,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
9948,19_09_20_06,C Matrix,Four-lined Tree Frog,5,00:02:59,11:02:59 PM,A,"Also at 3:40, 12:47, 13:52"
9949,19_09_20_06,C Matrix,Tree Frog,15,00:05:29,11:05:29 PM,A,
9950,19_09_20_06,C Matrix,Rough Guardian Frog,15,00:18:40,11:18:40 PM,A,
9951,19_09_21_01,B10,Human noise,NA,00:05:13,06:05:13 PM,NA,Airplane
9952,19_09_21_01,B10,Bornean Orang-utan,50,00:05:52,06:05:52 PM,A,
9953,19_09_21_01,B10,Human noise,NA,00:16:55,06:16:55 PM,NA,Airplane
9954,19_09_21_02,B10,Tree Hole Frog,10,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
9955,19_09_21_02,B10,Blunt-headed Snail-eating Snake,5,00:03:30,07:03:30 PM,V,On branch 1m above ground
9956,19_09_21_03,B10,Tree Hole Frog,10,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
9957,19_09_21_03,B10,Bornean Gliding Frog,15,00:04:27,08:04:27 PM,A,Also at 15:09
9958,19_09_21_03,B10,Bornean Gliding Frog,10,00:11:30,08:11:30 PM,A,
9959,19_09_21_04,B10,Tree Hole Frog,10,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
9960,19_09_21_04,B10,Bornean Gliding Frog,15,00:00:58,09:00:58 PM,A,
9961,19_09_21_04,B10,Tree Hole Frog,5,00:07:25,09:07:25 PM,A,Calls until end of PC
9962,19_09_21_05,B10,Tree Hole Frog,10,00:00:00,10:00:00 PM,A,"Calls until end of PC, multiple individuals"
9963,19_09_21_05,B10,Tree Hole Frog,5,00:00:00,10:00:00 PM,A,Calls until end of PC
9964,19_09_21_05,B10,Bornean Gliding Frog,15,00:01:49,10:01:49 PM,A,
9965,19_09_21_06,B10,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
9966,19_09_21_06,B10,Tree Hole Frog,10,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
9967,19_09_21_06,B10,Rough Guardian Frog,15,00:06:20,11:06:20 PM,A,
9968,19_09_21_06,B10,Bornean Gliding Frog,15,00:09:16,11:09:16 PM,A,
9969,19_09_21_06,B10,Bornean Gliding Frog,10,00:14:40,11:14:40 PM,A,
9970,19_09_21_06,B10,Human noise,NA,00:18:10,11:18:10 PM,NA,Sneeze
9971,19_09_21_06,B10,Bornean Gliding Frog,5,00:18:30,11:18:30 PM,A,
9972,19_09_24_01,Riparian 1,Crimson Sunbird,20,00:00:00,06:00:00 AM,A,
9973,19_09_24_01,Riparian 1,Rhinoceros Hornbill,40,00:00:07,06:00:07 AM,A,"Also at 0:59, 1:50"
9974,19_09_24_01,Riparian 1,Rhinoceros Hornbill,40,00:00:07,06:00:07 AM,A,
9975,19_09_24_01,Riparian 1,Sooty-capped Babbler,10,00:00:19,06:00:19 AM,A,
9976,19_09_24_01,Riparian 1,Green Iora,20,00:01:00,06:01:00 AM,A,also at 4:28
9977,19_09_24_01,Riparian 1,Little Spiderhunter,5,00:01:30,06:01:30 AM,A,
9978,19_09_24_01,Riparian 1,Chestnut-winged Babbler,15,00:04:01,06:04:01 AM,A,
9979,19_09_24_01,Riparian 1,Yellow-breasted Flowerpecker,6,00:04:43,06:04:43 AM,A,also at 7:01
9980,19_09_24_01,Riparian 1,Rock Skipper Frog,10,00:06:13,06:06:13 AM,V,On rock 0m from stream
9981,19_09_24_01,Riparian 1,Rock Skipper Frog,10,00:06:13,06:06:13 AM,V,
9982,19_09_24_01,Riparian 1,Asian Red-eyed Bulbul,7,00:07:20,06:07:20 AM,A,
9983,19_09_24_01,Riparian 1,Black-naped Monarch,10,00:08:34,06:08:34 AM,A,
9984,19_09_24_01,Riparian 1,Spectacled Bulbul,15,00:09:58,06:09:58 AM,A,
9985,19_09_24_01,Riparian 1,Human noise,2,00:10:15,06:10:15 AM,A,
9986,19_09_24_02,Riparian 1,Sooty-capped Babbler,15,00:00:03,07:00:03 AM,A,
9987,19_09_24_02,Riparian 1,Chestnut-winged Babbler,15,00:01:07,07:01:07 AM,A,
9988,19_09_24_02,Riparian 1,Little Spiderhunter,6,00:01:44,07:01:44 AM,A,
9989,19_09_24_02,Riparian 1,Human noise,5,00:02:37,07:02:37 AM,A,coughing
9990,19_09_24_02,Riparian 1,Yellow-rumped Flowerpecker,15,00:02:53,07:02:53 AM,A,
9991,19_09_24_02,Riparian 1,Asian Fairy Bluebird,8,00:03:23,07:03:23 AM,V,
9992,19_09_24_02,Riparian 1,Rhinoceros Hornbill,35,00:04:04,07:04:04 AM,A,"also at 7:36, 8:03"
9993,19_09_24_02,Riparian 1,Rhinoceros Hornbill,35,00:04:04,07:04:04 AM,A,
9994,19_09_24_02,Riparian 1,Little Spiderhunter,5,00:04:54,07:04:54 AM,A,
9995,19_09_24_02,Riparian 1,Human noise,5,00:06:27,07:06:27 AM,A,
9996,20_02_03_4,B1 602,Grey-cheeked Bulbul,17,00:00:02,09:00:02 AM,AV,joining mixed species feeding flocks
9997,19_09_24_02,Riparian 1,Blue-banded Kingfisher,5,00:09:21,07:09:21 AM,A,
9998,19_09_24_02,Riparian 1,Ferruginous Babbler,7,00:09:56,07:09:56 AM,A,
9999,19_09_24_02,Riparian 1,Yellow-breasted Flowerpecker,15,00:12:29,07:12:29 AM,A,
10000,19_09_24_02,Riparian 1,Little Spiderhunter,6,00:17:13,07:17:13 AM,AV,
10001,19_09_24_03,Riparian 1,Human noise,5,00:02:04,08:02:04 AM,A,
10002,19_09_24_03,Riparian 1,Human noise,5,00:04:08,08:04:08 AM,A,
10003,19_09_24_03,Riparian 1,Human noise,30,00:04:36,08:04:36 AM,A,lorry
10004,19_09_24_03,Riparian 1,Sooty-capped Babbler,15,00:05:42,08:05:42 AM,A,
10005,19_09_24_03,Riparian 1,Little Spiderhunter,7,00:05:58,08:05:58 AM,AV,
10006,19_09_24_03,Riparian 1,Blue-crowned Hanging Parrot,10,00:07:33,08:07:33 AM,A,
10007,19_09_24_03,Riparian 1,Yellow-rumped Flowerpecker,18,00:08:30,08:08:30 AM,A,
10008,19_09_24_03,Riparian 1,Ashy Tailorbird,20,00:10:58,08:10:58 AM,A,
10009,19_09_24_03,Riparian 1,Little Spiderhunter,10,00:11:09,08:11:09 AM,A,
10010,19_09_24_03,Riparian 1,Human noise,NA,00:15:05,08:15:05 AM,NA,lorry
10011,19_09_24_03,Riparian 1,Human noise,NA,00:17:58,08:17:58 AM,A,
10012,19_09_24_04,Riparian 1,Little Spiderhunter,3,00:01:34,09:01:34 AM,A,
10013,19_09_24_04,Riparian 1,Large Woodshrike,15,00:03:02,09:03:02 AM,A,
10014,19_09_24_04,Riparian 1,Spectacled Bulbul,17,00:07:13,09:07:13 AM,A,
10015,19_09_24_04,Riparian 1,Ashy Tailorbird,20,00:09:56,09:09:56 AM,A,
10016,19_09_24_04,Riparian 1,Little Spiderhunter,5,00:09:57,09:09:57 AM,A,
10017,19_09_24_04,Riparian 1,Rhinoceros Hornbill,50,00:10:57,09:10:57 AM,A,
10018,19_09_24_04,Riparian 1,Human noise,NA,00:14:50,09:14:50 AM,NA,Lorry
10019,19_09_24_04,Riparian 1,Green Iora,15,00:15:03,09:15:03 AM,A,
10020,19_09_24_04,Riparian 1,Human noise,NA,00:17:50,09:17:50 AM,NA,Airplane
10021,19_09_24_04,Riparian 1,Little Spiderhunter,4,00:18:20,09:18:20 AM,A,
10022,19_08_23_03,VJR 1,Grey-chested Jungle Flycatcher,20,00:07:02,08:07:02 AM,A,
10023,19_09_24_05,Riparian 1,Rhinoceros Hornbill,25,00:02:00,10:02:00 AM,AV,Juvenile and parent
10024,19_09_24_05,Riparian 1,Rhinoceros Hornbill,25,00:02:00,10:02:00 AM,AV,
10025,19_12_19_01,VJR 1,Malaysian Hawk-cuckoo,19,00:08:47,06:08:47 PM,A,
10026,19_09_24_05,Riparian 1,Crested Serpent Eagle,50,00:05:52,10:05:52 AM,A,
10027,19_09_24_05,Riparian 1,Bushy-crested Hornbill,NA,00:15:35,10:15:35 AM,A,
10028,19_09_24_05,Riparian 1,Human noise,NA,00:15:38,10:15:38 AM,NA,Lorry
10029,19_09_24_05,Riparian 1,Little Spiderhunter,3,00:19:17,10:19:17 AM,A,
10030,19_09_24_06,Riparian 1,Bushy-crested Hornbill,30,00:01:36,11:01:36 AM,AV,
10031,19_09_24_06,Riparian 1,Bushy-crested Hornbill,30,00:01:36,11:01:36 AM,AV,
10032,19_09_24_06,Riparian 1,Rhinoceros Hornbill,35,00:06:43,11:06:43 AM,AV,
10033,19_09_24_06,Riparian 1,Rhinoceros Hornbill,35,00:06:43,11:06:43 AM,AV,
10034,19_09_24_06,Riparian 1,Rhinoceros Hornbill,35,00:06:43,11:06:43 AM,AV,
10035,19_09_24_06,Riparian 1,Human noise,NA,00:08:56,11:08:56 AM,NA,lorry
10036,19_09_24_06,Riparian 1,Little Spiderhunter,2,00:17:15,11:17:15 AM,A,
10037,19_09_25_01,C10 621,Frilled Tree Frog,7,00:05:59,06:05:59 PM,A,Also at 9:44
10038,19_09_25_01,C10 621,Bearded Pig,10,00:18:50,06:18:50 PM,A,
10039,19_09_25_02,C10 621,Tree Hole Frog,15,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10040,19_09_25_02,C10 621,Cricket Frog,10,00:00:40,07:00:40 PM,A,Also at 3:50
10041,19_09_25_02,C10 621,Crested Toad,15,00:01:02,07:01:02 PM,A,Also at 9:08
10042,19_09_25_02,C10 621,Frilled Tree Frog,10,00:01:32,07:01:32 PM,A,
10043,19_09_25_02,C10 621,Saffron Bellied Frog,1,00:02:27,07:02:27 PM,V,"On ground, 15m from stream"
10044,19_09_25_02,C10 621,Tree Hole Frog,20,00:07:35,07:07:35 PM,A,Calls until end of PC
10045,19_09_25_02,C10 621,Rough Guardian Frog,20,00:10:55,07:10:55 PM,A,"Also at 14:59, 17:38; SY75"
10046,19_09_25_02,C10 621,Four-lined Tree Frog,15,00:11:33,07:11:33 PM,A,Also at 17:57
10047,19_09_25_03,C10 621,Tree Hole Frog,15,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10048,19_09_25_03,C10 621,Frilled Tree Frog,10,00:00:26,08:00:26 PM,A,"Also at 9:13, 15:56"
10049,19_09_25_03,C10 621,Rough Guardian Frog,7,00:00:29,08:00:29 PM,A,Calls throughout PC with 1 min interval
10050,19_09_25_03,C10 621,Human noise,NA,00:04:35,08:04:35 PM,NA,Airplane
10051,19_09_25_03,C10 621,Crested Toad,15,00:10:16,08:10:16 PM,A,
10052,19_09_25_03,C10 621,Four-lined Tree Frog,15,00:10:37,08:10:37 PM,A,
10053,19_09_25_04,C10 621,Tree Hole Frog,15,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10054,19_09_25_04,C10 621,Frilled Tree Frog,7,00:00:00,09:00:00 PM,A,
10055,19_09_25_04,C10 621,Cricket Frog,10,00:00:36,09:00:36 PM,A,Also at 2:16
10056,19_09_25_04,C10 621,Rough Guardian Frog,7,00:02:36,09:02:36 PM,A,
10057,19_09_25_04,C10 621,Human noise,NA,00:04:25,09:04:25 PM,NA,Airplane
10058,19_09_25_04,C10 621,Saffron Bellied Frog,2,00:08:03,09:08:03 PM,A,
10059,19_09_25_04,C10 621,Dwarf Litter Frog,5,00:08:48,09:08:48 PM,A,
10060,19_09_25_04,C10 621,Frilled Tree Frog,5,00:13:30,09:13:30 PM,A,
10061,19_09_25_05,C10 621,Tree Hole Frog,15,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10062,19_09_25_05,C10 621,Frilled Tree Frog,7,00:00:00,10:00:00 PM,A,
10063,19_09_25_05,C10 621,Rough Guardian Frog,10,00:14:51,10:14:51 PM,A,
10064,19_09_25_05,C10 621,Crested Toad,15,00:16:31,10:16:31 PM,A,
10065,19_09_25_05,C10 621,Frilled Tree Frog,5,00:17:27,10:17:27 PM,A,
10066,19_09_25_06,C10 621,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10067,19_09_25_06,C10 621,Four-lined Tree Frog,10,00:00:36,11:00:36 PM,A,Also at 15:50
10068,19_09_25_06,C10 621,Crested Toad,15,00:00:47,11:00:47 PM,A,
10069,19_09_25_06,C10 621,Saffron Bellied Frog,2,00:13:54,11:13:54 PM,A,Also at 17:49
10070,19_09_25_06,C10 621,Crested Toad,10,00:16:14,11:16:14 PM,A,
10071,19_09_25_06,C10 621,Frilled Tree Frog,7,00:17:30,11:17:30 PM,A,
10072,19_09_26_01,B1 602,NA,NA,00:00:00,06:00:00 PM,NA,No data
10073,19_09_26_02,B1 602,Tree Hole Frog,10,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10074,19_09_26_02,B1 602,Tree Hole Frog,5,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10075,19_09_26_02,B1 602,Northern Torrent Frog,10,00:06:39,07:06:39 PM,A,
10076,19_09_26_02,B1 602,Human noise,NA,00:12:20,07:12:20 PM,NA,Airplane
10077,19_09_26_03,B1 602,Tree Hole Frog,10,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10078,19_09_26_03,B1 602,Tree Hole Frog,5,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10079,19_09_26_03,B1 602,Northern Torrent Frog,10,00:01:59,08:01:59 PM,A,
10080,19_09_26_03,B1 602,Smiths Giant Gecko,7,00:04:20,08:04:20 PM,A,
10081,19_09_26_04,B1 602,Tree Hole Frog,10,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10082,19_09_26_04,B1 602,Tree Hole Frog,5,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10083,19_09_26_05,B1 602,Tree Hole Frog,10,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10084,19_09_26_05,B1 602,Tree Hole Frog,5,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10085,19_09_26_06,B1 602,Tree Hole Frog,10,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10086,19_09_26_06,B1 602,Tree Hole Frog,5,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10087,19_09_27_01,OP3 843,House Gecko,15,00:00:57,06:14:57 PM,A,Calls until end of PC with intervals
10088,19_09_27_01,OP3 843,Human noise,NA,00:01:43,06:15:43 PM,NA,Vehicle
10089,19_09_27_01,OP3 843,House Gecko,7,00:02:11,06:16:11 PM,A,Calls until end of PC with intervals
10090,19_09_27_01,OP3 843,House Gecko,5,00:02:19,06:16:19 PM,A,
10091,19_09_27_01,OP3 843,House Gecko,10,00:02:31,06:16:31 PM,A,
10092,19_09_27_01,OP3 843,Human noise,NA,00:08:33,06:22:33 PM,NA,Prayer call
10093,19_09_27_02,OP3 843,House Gecko,15,00:01:08,07:01:08 PM,A,Also at 3:25
10094,19_09_27_02,OP3 843,Human noise,NA,00:01:53,07:01:53 PM,NA,Airplane
10095,19_09_27_02,OP3 843,House Gecko,5,00:11:29,07:11:29 PM,A,Also at 18:16 
10096,19_09_27_02,OP3 843,House Gecko,7,00:14:22,07:14:22 PM,A,
10097,19_09_27_02,OP3 843,Human noise,NA,00:17:11,07:17:11 PM,NA,Vehicle
10098,19_09_27_02,OP3 843,Human noise,NA,00:18:26,07:18:26 PM,NA,Prayer call
10099,19_09_27_03,OP3 843,Human noise,NA,00:00:10,08:00:10 PM,NA,Airplane
10100,19_09_27_03,OP3 843,House Gecko,10,00:02:10,08:02:10 PM,A,Also at 10:58
10101,19_09_27_03,OP3 843,House Gecko,15,00:04:10,08:04:10 PM,A,
10102,19_09_27_03,OP3 843,Human noise,NA,00:05:06,08:05:06 PM,NA,Vehicle
10103,19_09_27_03,OP3 843,House Gecko,5,00:07:24,08:07:24 PM,A,Also at 18:13
10104,19_09_27_03,OP3 843,House Gecko,7,00:10:41,08:10:41 PM,A,
10105,19_09_27_04,OP3 843,House Gecko,5,00:00:08,09:00:08 PM,A,
10106,19_09_27_04,OP3 843,Human noise,NA,00:00:42,09:00:42 PM,NA,Vehicle
10107,19_09_27_04,OP3 843,House Gecko,10,00:01:20,09:01:20 PM,A,
10108,19_09_27_04,OP3 843,Rough Guardian Frog,10,00:01:40,09:01:40 PM,A,
10109,19_09_27_04,OP3 843,House Gecko,7,00:03:35,09:03:35 PM,A,
10110,19_09_27_04,OP3 843,House Gecko,5,00:17:50,09:17:50 PM,A,
10111,19_09_27_05,OP3 843,House Gecko,7,00:01:15,10:01:15 PM,A,
10112,19_09_27_05,OP3 843,House Gecko,5,00:02:37,10:02:37 PM,A,
10113,19_09_27_05,OP3 843,Four-lined Tree Frog,10,00:07:05,10:07:05 PM,A,
10114,19_09_27_05,OP3 843,Human noise,NA,00:12:40,10:12:40 PM,NA,Airplane
10115,19_09_27_06,OP3 843,House Gecko,5,00:00:28,11:00:28 PM,A,
10116,19_09_27_06,OP3 843,Human noise,NA,00:08:55,11:08:55 PM,NA,Airplane
10117,19_09_27_06,OP3 843,House Gecko,10,00:11:04,11:11:04 PM,A,Also at 11:22
10118,19_09_27_06,OP3 843,Rough Guardian Frog,10,00:12:41,11:12:41 PM,A,
10119,19_09_27_06,OP3 843,House Gecko,5,00:13:35,11:13:35 PM,A,
10120,19_09_27_06,OP3 843,Grass Frog,15,00:14:47,11:14:47 PM,A,
10121,19_09_27_06,OP3 843,House Gecko,3,00:17:48,11:17:48 PM,A,
10122,19_09_28_01,D100 641,Tree Hole Frog,10,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10123,19_09_28_01,D100 641,Frilled Tree Frog,7,00:00:19,07:00:19 PM,A,
10124,19_09_28_01,D100 641,Gliding Frog,10,00:07:33,07:07:33 PM,A,
10125,19_09_28_01,D100 641,Frilled Tree Frog,10,00:15:57,07:15:57 PM,A,
10126,19_09_28_02,D100 641,Tree Hole Frog,15,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10127,19_09_28_02,D100 641,Frilled Tree Frog,7,00:01:25,08:01:25 PM,A,
10128,19_09_28_02,D100 641,Gliding Frog,10,00:16:44,08:16:44 PM,A,
10129,19_09_28_03,D100 641,Tree Hole Frog,15,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10130,19_09_28_03,D100 641,Tree Hole Frog,7,00:00:00,09:00:00 PM,A,Calls throughout PC
10131,19_09_28_03,D100 641,Human noise,NA,00:01:27,09:01:27 PM,NA,Airplane
10132,19_09_28_03,D100 641,Rough Guardian Frog,10,00:06:20,09:06:20 PM,A,
10133,19_09_28_04,D100 641,Tree Hole Frog,15,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10134,19_09_28_04,D100 641,Gliding Frog,10,00:03:45,10:03:45 PM,A,Also at 19:35
10135,19_09_28_04,D100 641,Rough Guardian Frog,5,00:07:36,10:07:36 PM,A,
10136,19_09_28_04,D100 641,Frilled Tree Frog,7,00:11:04,10:11:04 PM,A,
10137,19_09_28_04,D100 641,Smiths Giant Gecko,5,00:12:25,10:12:25 PM,A,
10138,19_09_28_05,D100 641,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10139,19_09_28_05,D100 641,Frilled Tree Frog,10,00:01:25,11:01:25 PM,A,Also at 12:10
10140,19_09_28_05,D100 641,Frilled Tree Frog,7,00:12:16,11:12:16 PM,A,
10141,19_09_30_01,E100 edge,Smiths Giant Gecko,15,00:00:50,06:00:50 PM,A,"Also at 10:28, 16:23"
10142,19_09_30_01,E100 edge,Brown Tree Frog,15,00:03:08,06:03:08 PM,A,
10143,19_09_30_01,E100 edge,Brown Tree Frog,10,00:10:36,06:10:36 PM,A,
10144,19_09_30_01,E100 edge,Human noise,NA,00:16:16,06:16:16 PM,NA,Sneeze
10145,19_09_30_01,E100 edge,Bornean Gliding Frog,10,00:16:43,06:16:43 PM,A,
